lemma	bin_tag	mim_tag	freq	rank	ind	pre_kw_orig	kw_orig	post_kw_orig	pre_kw	kw	post_kw	ipa_sd	full_cat	bin_tag_en	tier	verb_1st_pres	verb_2nd_pres	verb_3rd_pres	verb_1st_past	verb_2nd_past	verb_3rd_past	verb_lh_þt	OBEYGJANLEGT	ÞFET	ÞGFET	EFET	NFFT	ÞFFT	ÞGFFT	EFFT	ft	et	ÞF	ÞGF	EF	lo.fst	lo.mst	lo.est	MST	EST	pronounce	manual_en	manual_ukr	full_cat_ukr
ritstjórn	kvk	nv	352	3507	120311	Unnið er að því að skipa nýja	ritstjórn	.	Unnið er að því að skipa nýja	ritstjórn	.	rɪːtstjourtn̥	Nafnorð	f.	4K									ritstjórn	ritstjórn	ritstjórnar	ritstjórnir	ritstjórnir	ritstjórnum	ritstjórna											ritstjórn.mp3	editing; editorial board	редагування; редакційна колегія	іменник
sturta	kvk	nv	352	3507	16009	Hann meiddist á hæl þegar hann rann í	sturtu	.	Hann meiddist á hæl þegar hann rann í	sturtu	.	stʏr̥ta	Nafnorð	f.	4K									sturtu	sturtu	sturtu	sturtur	sturtur	sturtum	sturta											sturta.mp3	shower	душ	іменник
gufa	kvk	nv	351	3511	14042	Vatn í formi	gufu	og íss hefur fundist á tunglinu.	Vatn í formi	gufu	og íss hefur fundist á tunglinu.	kʏːva	Nafnorð	f.	4K									gufu	gufu	gufu	gufur	gufur	gufum	gufa											gufa.mp3	steam	пара	іменник
innbyrðis	ao	a	351	3511	496081	Það veltur til dæmis á nánum fjárhagslegum tengslum þeirra	innbyrðis	.	Það veltur til dæmis á nánum fjárhagslegum tengslum þeirra	innbyrðis	.	ɪnpɪrðɪs	Atviksorð	adv.	4K								innbyrðis																		innbyrðis.mp3	internally	внутрішньо	прислівник
rómverskur	lo	l	351	3511	392919	Erfitt hefur verið , að nota	rómversku	tölurnar til reiknings.	Erfitt hefur verið , að nota	rómversku	tölurnar til reiknings.	roumvɛr̥skʏr	Lýsingarorð	adj.	4K																					rómverskur  --  rómversk -- rómverskt	rómverskari -- rómverskari -- rómverskara	rómverskastur -- rómverskust -- rómverskast			rómverskur.mp3	Roman	римський	прикметник
aðferðafræði	kvk	nv	350	3517.5	130276	Það sé	aðferðafræði	stéttskiptingar og hægrimennsku.	Það sé	aðferðafræði	stéttskiptingar og hægrimennsku.	aðfɛrðafraiðɪ	Nafnorð	f.	4K									aðferðafræði	aðferðafræði	aðferðafræði															aðferðafræði.mp3	methodology	методологія	іменник
eignarhluti	kk	nk	350	3517.5	107277	Bankasýslu ríkisins er ætlað að fara með	eignarhluti	ríkisins í fjármálafyrirtækjum.	Bankasýslu ríkisins er ætlað að fara með	eignarhluti	ríkisins í fjármálafyrirtækjum.	eiknar̥l̥ʏtɪ	Nafnorð	m.	4K									eignarhluta	eignarhluta	eignarhluta	eignarhlutar	eignarhluta	eignarhlutum	eignarhluta											eignarhluti.mp3	holdings, share	частка у статутному капіталі, акція	іменник
farsæll	lo	l	350	3517.5	171334	Hún hafi verið	farsæl	í störfum og njóti vinsælda meðal bæjarbúa.	Hún hafi verið	farsæl	í störfum og njóti vinsælda meðal bæjarbúa.	far̥saitl̥	Lýsingarorð	adj.	4K																					farsæll  --  farsæl -- farsælt	farsælli -- farsælli -- farsælla	farsælastur -- farsælust -- farsælast			farsæll.mp3	successful	успішний	прикметник
hræðsla	kvk	nv	350	3517.5	459770	Farþegar æptu af	hræðslu	.	Farþegar æptu af	hræðslu	.	r̥aiðstla	Nafnorð	f.	4K									hræðslu	hræðslu	hræðslu															hræðsla.mp3	fear	страх	іменник
jarðskjálfti	kk	nk	350	3517.5	111599	Nokkrir snarpir	jarðskjálftar	mældust í Bárðarbungu undir kvöld í gær.	Nokkrir snarpir	jarðskjálftar	mældust í Bárðarbungu undir kvöld í gær.	jarðscaul̥tɪ	Nafnorð	m.	4K									jarðskjálfta	jarðskjálfta	jarðskjálfta	jarðskjálftar	jarðskjálfta	jarðskjálftum	jarðskjálfta											jarðskjálfti.mp3	earthquake	землетрус	іменник
leka	so	s	350	3517.5	466768	Í því tilfelli	láku	upplýsingar um skilnaðarmál viðkomandi og eiginkonu hans.	Í því tilfelli	láku	upplýsingar um skilnaðarmál viðkomandi og eiginkonu hans.	lɛːka	Sagnorð	v.	4K	lek	lekur	lekur	lak	lakst	lak	lekið																			leka.mp3	drip, leak	протікати; витікати; капати	дієслово
náttúruvernd	kvk	nv	350	3517.5	127560	Loks varar hann við fyrirhuguðum breytingum á lögum um	náttúruvernd	.	Loks varar hann við fyrirhuguðum breytingum á lögum um	náttúruvernd	.	nauhturʏvɛrnt	Nafnorð	f.	4K									náttúruvernd	náttúruvernd	náttúruverndar															náttúruvernd.mp3	nature conservation	охорона природи	іменник
óþægindi	hk	nh	350	3517.5	472834	Þetta hafi valdið sjúklingum miklum	óþægindum	.	Þetta hafi valdið sjúklingum miklum	óþægindum	.	ouːθaijɪntɪ	Nafnorð	n.	4K												óþægindi	óþægindi	óþægindum	óþæginda											óþægindi.mp3	discomfort	дискомфорт	іменник
spjall	hk	nh	350	3517.5	3500	Það leiðir út í eitthvað	spjall	og bara vinalegt og skemmtilegt.	Það leiðir út í eitthvað	spjall	og bara vinalegt og skemmtilegt.	spjatl̥	Nafnorð	n.	4K									spjall	spjalli	spjalls	spjöll	spjöll	spjöllum	spjalla											spjall.mp3	chat	чат; розмова	іменник
viðmiðun	kvk	nv	350	3517.5	137415	Til	viðmiðunar	hlaut Trump 13 milljónir atkvæða í prófkjörum repúblikana.	Til	viðmiðunar	hlaut Trump 13 milljónir atkvæða í prófkjörum repúblikana.	vɪðmɪðʏn	Nafnorð	f.	4K									viðmiðun	viðmiðun	viðmiðunar	viðmiðanir	viðmiðanir	viðmiðunum	viðmiðana											viðmiðun.mp3	criterion	критерій	іменник
átján	to	t	349	3525	495421	Einnig er hlaupið á	átján	stöðum erlendis.	Einnig er hlaupið á	átján	stöðum erlendis.	auːtjaun	Töluorð	num.	4K								átján																		átján.mp3	eighteen	вісімнадцять	чисельник
daufur	lo	l	349	3525	409014	Það var rífandi stemming hjá sumum en	daufara	yfir öðrum.	Það var rífandi stemming hjá sumum en	daufara	yfir öðrum.	tœiːvʏr	Lýsingarorð	adj.	4K																					daufur  --  dauf -- dauft	daufari -- daufari -- daufara	daufastur -- daufust -- daufast			daufur.mp3	faint, dim; sluggish, dull	слабкий; тьмяний; млявий	прикметник
fáránlegur	lo	l	349	3525	390381	Þetta er	fáránlegt	lögbann.	Þetta er	fáránlegt	lögbann.	fauːraunlɛɣʏr	Lýsingarorð	adj.	4K																					fáránlegur  --  fáránleg -- fáránlegt	fáránlegri -- fáránlegri -- fáránlegra	fáránlegastur -- fáránlegust -- fáránlegast			fáránlegur.mp3	ridiculous; absurd	смішний; абсурдний	прикметник
ósáttur	lo	l	349	3525	176960	Sumarhúsaeigendur eru	ósáttir	en þeir hafa tapað kærumáli.	Sumarhúsaeigendur eru	ósáttir	en þeir hafa tapað kærumáli.	ouːsauhtʏr	Lýsingarorð	adj.	4K																					ósáttur  --  ósátt -- ósátt	ósáttari -- ósáttari -- ósáttara	ósáttastur -- ósáttust -- ósáttast			ósáttur.mp3	unreconciled; unhappy	непримиренний; нещасливий	прикметник
velgengni	kvk	nv	349	3525	131343	Bláa lónið hefur átt mikilli	velgengni	að fagna síðustu árin.	Bláa lónið hefur átt mikilli	velgengni	að fagna síðustu árin.	vɛlceiŋnɪ	Nafnorð	f.	4K									velgengni	velgengni	velgengni															velgengni.mp3	success	успіх	іменник
aðhald	hk	nh	348	3531	427769	Þá er nauðsynlegt að beita meira	aðhaldi	í ríkisfjármálum.	Þá er nauðsynlegt að beita meira	aðhaldi	í ríkisfjármálum.	aːθhalt	Nafnorð	n.	4K									aðhald	aðhaldi	aðhalds															aðhald.mp3	support; control	підтримка; контроль	іменник
hæfilega	ao	a	348	3531	497198	Hann sé	hæfilega	bjartsýnn á að viðræðurnar gangi vel.	Hann sé	hæfilega	bjartsýnn á að viðræðurnar gangi vel.	haiːvɪlɛɣa	Atviksorð	adv.	4K																								hæfilegar	hæfilegast	hæfilega.mp3	adequately	адекватно; нормальним чином	прислівник
hirð	kvk	nv	348	3531	10374	Þetta kemur fram í tilkynningu frá dönsku	hirðinni	.	Þetta kemur fram í tilkynningu frá dönsku	hirðinni	.	hɪrð	Nafnorð	f.	4K									hirð	hirð	hirðar	hirðir	hirðir	hirðum	hirða											hirð.mp3	court, retinue	суд	іменник
menntaður	lo	l	348	3531	166717	Við erum auðvitað í samkeppni við önnur lönd um	menntað	vinnuafl.	Við erum auðvitað í samkeppni við önnur lönd um	menntað	vinnuafl.	mɛn̥taðʏr	Lýsingarorð	adj.	4K																					menntaður  --  menntuð -- menntað	menntaðri -- menntaðri -- menntaðra	menntaðastur -- menntuðust -- menntaðast			menntaður.mp3	educated	освічений	прикметник
söngkona	kvk	nv	348	3531	140463		Söngkonan	Adele hlaut flest verðlaun.		Söngkonan	Adele hlaut flest verðlaun.	sœiŋkʰɔna	Nafnorð	f.	4K									söngkonu	söngkonu	söngkonu	söngkonur	söngkonur	söngkonum	söngkvenna											söngkona.mp3	female singer	співачка	іменник
þakklæti	hk	nh	348	3531	47777	Hann vill koma á framfæri	þakklæti	til þeirra sem sóttu hátíðina.	Hann vill koma á framfæri	þakklæti	til þeirra sem sóttu hátíðina.	θahklaitɪ	Nafnorð	n.	4K									þakklæti	þakklæti	þakklætis															þakklæti.mp3	gratitude	подяка; вдячність	іменник
þjóðkirkja	kvk	nv	348	3531	409992	Tilkynning um samkomuna birtist á vef	Þjóðkirkjunnar	.	Tilkynning um samkomuna birtist á vef	Þjóðkirkjunnar	.	θjouðcʰɪr̥ca	Nafnorð	f.	4K									þjóðkirkju	þjóðkirkju	þjóðkirkju	þjóðkirkjur	þjóðkirkjur	þjóðkirkjum	þjóðkirkna											þjóðkirkja.mp3	national church	національна церква	іменник
sáttmáli	kk	nk	347	3536.5	109610	Bretar beittu neitunarvaldi þegar breytingar á	sáttmála	sambandsins voru til umræðu.	Bretar beittu neitunarvaldi þegar breytingar á	sáttmála	sambandsins voru til umræðu.	sauhtmaulɪ	Nafnorð	m.	4K									sáttmála	sáttmála	sáttmála	sáttmálar	sáttmála	sáttmálum	sáttmála											sáttmáli.mp3	covenant, pact	пакт; угода	іменник
semsagt	ao	a	347	3536.5	506255	En umræðurnar eru	semsagt	að eiga sér á endurnýjuðum grunni.	En umræðurnar eru	semsagt	að eiga sér á endurnýjuðum grunni.	sɛmsaxt	Atviksorð	adv.	4K								semsagt																		semsagt.mp3	namely	а саме; зокрема	прислівник
strætó	kk	nk	347	3536.5	5478	Seinkun varð á öllum leiðum	Strætó	á höfuðborgarsvæðinu.	Seinkun varð á öllum leiðum	Strætó	á höfuðborgarsvæðinu.	straiːtou	Nafnorð	m.	4K									strætó	strætó	strætós	strætóar	strætóa	strætóum	strætóa											strætó.mp3	bus	автобус	іменник
þvermál	hk	nh	347	3536.5	49314	Tankurinn er tíu metrar á hæð og 36 metrar í	þvermál	.	Tankurinn er tíu metrar á hæð og 36 metrar í	þvermál	.	θvɛrmaul	Nafnorð	n.	4K									þvermál	þvermáli	þvermáls	þvermál	þvermál	þvermálum	þvermála											þvermál.mp3	diameter	діаметр	іменник
áskorun	kvk	nv	346	3541	139148	Rúmlega 46 þúsund hafa skrifað undir	áskorun	þessa efnis á netinu.	Rúmlega 46 þúsund hafa skrifað undir	áskorun	þessa efnis á netinu.	auːskɔrʏn	Nafnorð	f.	4K									áskorun	áskorun	áskorunar	áskoranir	áskoranir	áskorunum	áskorana											áskorun.mp3	challenge	виклик	іменник
framfærsla	kvk	nv	346	3541	459608	Útlendingastofnun telur að laun hennar dugi ekki til	framfærslu	.	Útlendingastofnun telur að laun hennar dugi ekki til	framfærslu	.	framfair̥stla	Nafnorð	f.	4K									framfærslu	framfærslu	framfærslu															framfærsla.mp3	support, means of living	підтримка; засоби для життя	іменник
nágrannaland	hk	nh	346	3541	43625	Svona er framleiðslukostnaður ekki að hækka í	nágrannalöndunum	.	Svona er framleiðslukostnaður ekki að hækka í	nágrannalöndunum	.	nauːɣranalant	Nafnorð	n.	4K									nágrannaland	nágrannalandi	nágrannalands	nágrannalönd	nágrannalönd	nágrannalöndum	nágrannalanda											nágrannaland.mp3	neighboring country	сусідня країна	іменник
öryggisráð	hk	nh	346	3541	54780	Fjórtán fulltrúar af fimmtán í	öryggisráðinu	samþykktu ályktunina.	Fjórtán fulltrúar af fimmtán í	öryggisráðinu	samþykktu ályktunina.	œːrɪcɪsrauð	Nafnorð	n.	4K									öryggisráð	öryggisráði	öryggisráðs	öryggisráð	öryggisráð	öryggisráðum	öryggisráða											öryggisráð.mp3	security council	Рада Безпеки	іменник
vangi	kk	nk	346	3541	9254	Við erum bara að velta	vöngum	eins og allir aðrir.	Við erum bara að velta	vöngum	eins og allir aðrir.	vauɲcɪ	Nafnorð	m.	4K									vanga	vanga	vanga	vangar	vanga	vöngum	vanga											vangi.mp3	cheek	щока	іменник
bókun	kvk	nv	345	3550.5	12371		Bókanir	framundan eru þrefalt fleiri en í fyrra.		Bókanir	framundan eru þrefalt fleiri en í fyrra.	pouːkʏn	Nafnorð	f.	4K									bókun	bókun	bókunar	bókanir	bókanir	bókunum	bókana											bókun.mp3	booking	бронювання	іменник
efnahagur	kk	nk	345	3550.5	102275	Helstu áhyggjur hans af íslenskum	efnahag	snérust um efnahagsþróun í Evrópu.	Helstu áhyggjur hans af íslenskum	efnahag	snérust um efnahagsþróun í Evrópu.	ɛpnahaɣʏr	Nafnorð	m.	4K									efnahag	efnahag	efnahags	efnahagir	efnahagi	efnahögum	efnahaga											efnahagur.mp3	economy	економіка	іменник
fasteignasali	kk	nk	345	3550.5	111127	Fjölmargir	fasteignasalar	hafa fengið uppsagnarbréf nú fyrir mánaðamótin.	Fjölmargir	fasteignasalar	hafa fengið uppsagnarbréf nú fyrir mánaðamótin.	fasteiknasalɪ	Nafnorð	m.	4K									fasteignasala	fasteignasala	fasteignasala	fasteignasalar	fasteignasala	fasteignasölum	fasteignasala											fasteignasali.mp3	real estate agent	агент з нерухомості	іменник
fyrrgreindur	lo	l	345	3550.5	478642	Mikið vatn flæddi þar inn með	fyrrgreindum	afleiðingum.	Mikið vatn flæddi þar inn með	fyrrgreindum	afleiðingum.	fɪrkreintʏr	Lýsingarorð	adj.	4K																					fyrrgreindur  --  fyrrgreind -- fyrrgreint					fyrrgreindur.mp3	said; aforesaid	вищезазначене	прикметник
gleraugu	hk	nh	345	3550.5	73885	Hann er mjög grannvaxinn , ljóshærðum með	gleraugu	.	Hann er mjög grannvaxinn , ljóshærðum með	gleraugu	.	klɛːrœiɣʏ	Nafnorð	n.	4K												gleraugu	gleraugu	gleraugum	gleraugna											gleraugu.mp3	glasses	окуляри	іменник
japanskur	lo	l	345	3550.5	408877		Japanskar	konur verða langelstar , ævilíkur þeirra eru nær 86 ár.		Japanskar	konur verða langelstar , ævilíkur þeirra eru nær 86 ár.	jaːpanskʏr	Lýsingarorð	adj.	4K																					japanskur  --  japönsk -- japanskt	japanskari -- japanskari -- japanskara	japanskastur -- japönskust -- japanskast			japanskur.mp3	Japanese	японський	прикметник
menntamál	hk	nh	345	3550.5	475340	Jafnframt að lögð verði áhersla á ýmsar úrbætur í	menntamálum	.	Jafnframt að lögð verði áhersla á ýmsar úrbætur í	menntamálum	.	mɛn̥tamaul	Nafnorð	n.	4K												menntamál	menntamál	menntamálum	menntamála											menntamál.mp3	educational matters	освітні питання	іменник
mildur	lo	l	345	3550.5	409082	Einhverjir eru	mildari	í afstöðu sinni til tillögunnar.	Einhverjir eru	mildari	í afstöðu sinni til tillögunnar.	mɪltʏr	Lýsingarorð	adj.	4K																					mildur  --  mild -- milt	mildari -- mildari -- mildara	mildastur -- mildust -- mildast			mildur.mp3	mild	м'який; помірний	прикметник
millibil	hk	nh	345	3550.5	19728	Tveir fiskibátar lentu í vandræðum með skömmu	millibili	þar á firðinum.	Tveir fiskibátar lentu í vandræðum með skömmu	millibili	þar á firðinum.	mɪtlɪpɪl	Nafnorð	n.	4K									millibil	millibili	millibils	millibil	millibil	millibilum	millibila											millibil.mp3	space; interval	простір;	іменник
minnisstæður	lo	l	345	3550.5	388959	Hins vegar er mér	minnisstæður	harður vetur þegar orkuverð margfaldaðist.	Hins vegar er mér	minnisstæður	harður vetur þegar orkuverð margfaldaðist.	mɪnɪstaiðʏr	Lýsingarorð	adj.	4K																					minnisstæður  --  minnisstæð -- minnisstætt	minnisstæðari -- minnisstæðari -- minnisstæðara	minnisstæðastur -- minnisstæðust -- minnisstæðast			minnisstæður.mp3	memorable	запам'ятовується	прикметник
rata	so	s	345	3550.5	424689	Erlenda nautakjötið	ratar	hvorttveggja í verslanir og inn á veitingastaði.	Erlenda nautakjötið	ratar	hvorttveggja í verslanir og inn á veitingastaði.	raːta	Sagnorð	v.	4K	rata	ratar	ratar	rataði	rataðir	rataði	ratað																			rata.mp3	find the right way	знайти правильний шлях	дієслово
sérstæður	lo	l	345	3550.5	389273	Þetta er sem sagt eitt af	sérstæðustu	fyrirbærunum í náttúru okkar.	Þetta er sem sagt eitt af	sérstæðustu	fyrirbærunum í náttúru okkar.	sjɛr̥staiðʏr	Lýsingarorð	adj.	4K																					sérstæður  --  sérstæð -- sérstætt	sérstæðari -- sérstæðari -- sérstæðara	sérstæðastur -- sérstæðust -- sérstæðast			sérstæður.mp3	unique	унікальний	прикметник
stöku	lo	l	345	3550.5	165676	Að auki þarf að loka	stöku	gönguleiðum tímabundið.	Að auki þarf að loka	stöku	gönguleiðum tímabundið.	stœːkʏ	Lýsingarorð	adj.	4K																					stöku  --					stöku.mp3	odd, casual	дивний; випадковий	прикметник
þraut	kvk	nv	345	3550.5	10552	Reynt verður til	þrautar	í dag að ná sáttum.	Reynt verður til	þrautar	í dag að ná sáttum.	θrœiːt	Nafnorð	f.	4K									þraut	þraut	þrautar	þrautir	þrautir	þrautum	þrauta											þraut.mp3	puzzle, problem	загадка; проблема	іменник
