lemma	bin_tag	mim_tag	freq	rank	ind	pre_kw_orig	kw_orig	post_kw_orig	pre_kw	kw	post_kw	ipa_sd	full_cat	bin_tag_en	tier	verb_1st_pres	verb_2nd_pres	verb_3rd_pres	verb_1st_past	verb_2nd_past	verb_3rd_past	verb_lh_þt	OBEYGJANLEGT	ÞFET	ÞGFET	EFET	NFFT	ÞFFT	ÞGFFT	EFFT	ft	et	ÞF	ÞGF	EF	lo.fst	lo.mst	lo.est	MST	EST	pronounce	manual_pl	full_cat_pl
upplýsingamiðstöð	kvk	nv	323	3705.5	117207	Þetta kemur fram í nýrri skýrslu bandarískrar	upplýsingamiðstöðvar	um dauðarefsingar.	Þetta kemur fram í nýrri skýrslu bandarískrar	upplýsingamiðstöðvar	um dauðarefsingar.	ʏhplisiŋkamɪðstœð	Nafnorð	f.	4K									upplýsingamiðstöð	upplýsingamiðstöð	upplýsingamiðstöðvar	upplýsingamiðstöðvar	upplýsingamiðstöðvar	upplýsingamiðstöðvum	upplýsingamiðstöðva											upplýsingamiðstöð.mp3	Centrum Informacji	rzeczownik
vegfarandi	kk	nk	323	3705.5	114782	Lögreglan hefur varað	vegfarendur	við að vera á ferð að óþörfu.	Lögreglan hefur varað	vegfarendur	við að vera á ferð að óþörfu.	vɛxfarantɪ	Nafnorð	m.	4K									vegfaranda	vegfaranda	vegfaranda	vegfarendur	vegfarendur	vegfarendum	vegfarenda											vegfarandi.mp3	pieszy; przechodzień	rzeczownik
þreyta	kvk	nv	323	3705.5	15471	Hanna segist skynja	þreytu	meðal margra þingmanna.	Hanna segist skynja	þreytu	meðal margra þingmanna.	θreiːta	Nafnorð	f.	4K									þreytu	þreytu	þreytu															þreyta.mp3	zmęczenie	rzeczownik
bágur	lo	l	322	3714	409007	Markmið ferðarinnar er að vekja athygli á	bágri	stöðu uppljóstrara.	Markmið ferðarinnar er að vekja athygli á	bágri	stöðu uppljóstrara.	pauːɣʏr	Lýsingarorð	adj.	4K																					bágur  --  bág -- bágt	bágari -- bágari -- bágara	bágastur -- bágust -- bágast			bágur.mp3	nieszczęśliwy, przybity, osowiały	przymiotnik
flóð	hk	nh	322	3714	1097	Nánari upplýsingar um	flóðið	liggja ekki fyrir.	Nánari upplýsingar um	flóðið	liggja ekki fyrir.	flouːð	Nafnorð	n.	4K									flóð	flóði	flóðs	flóð	flóð	flóðum	flóða											flóð.mp3	powódź, wylew	rzeczownik
for	kvk	nv	322	3714	10367	Dýrin þurfa hins vegar enn að dúsa í	forinni	.	Dýrin þurfa hins vegar enn að dúsa í	forinni	.	fɔːr	Nafnorð	f.	4K									for	for	forar	forir	forir	forum	fora											for.mp3	błoto; bagno	rzeczownik
handtekinn	lo	l	322	3714	172515	Maðurinn var	handtekinn	og er nú í yfirheyrslu.	Maðurinn var	handtekinn	og er nú í yfirheyrslu.	hantʰɛcɪn	Lýsingarorð	adj.	4K																					handtekinn  --  handtekin -- handtekið					handtekinn.mp3	aresztowany	przymiotnik
írskur	lo	l	322	3714	408873	Þetta kemur fram í skýrslu	írskrar	þingnefndar.	Þetta kemur fram í skýrslu	írskrar	þingnefndar.	ir̥skʏr	Lýsingarorð	adj.	4K																					írskur  --  írsk -- írskt	írskari -- írskari -- írskara	írskastur -- írskust -- írskast			írskur.mp3	irlandzki	przymiotnik
leiðbeinandi	kk	nk	322	3714	9923	Hún styður þó ekki þá ólöglegu vinnustöðvun sem	leiðbeinendur	hafa boðað.	Hún styður þó ekki þá ólöglegu vinnustöðvun sem	leiðbeinendur	hafa boðað.	leiðpeinantɪ	Nafnorð	m.	4K									leiðbeinanda	leiðbeinanda	leiðbeinanda	leiðbeinendur	leiðbeinendur	leiðbeinendum	leiðbeinenda											leiðbeinandi.mp3	kierownik, nadzorca, instruktor, nauczyciel	rzeczownik
markaðshlutdeild	kvk	nv	322	3714	470051	Söluhæstu tegundirnar hafa þó tapað	markaðshlutdeild	með auknu úrvali.	Söluhæstu tegundirnar hafa þó tapað	markaðshlutdeild	með auknu úrvali.	mar̥kaðsl̥ʏteilt	Nafnorð	f.	4K									markaðshlutdeild	markaðshlutdeild	markaðshlutdeildar															markaðshlutdeild.mp3	udział w rynku	rzeczownik
tæpt	ao	a	322	3714	402533	Ég held að þið teflið	tæpt	að þessu leyti.	Ég held að þið teflið	tæpt	að þessu leyti.	tʰaift	Atviksorð	adv.	4K																								tæpar	tæpast	tæpt.mp3	prawie	przysłówek
umsjónarmaður	kk	nk	322	3714	88963	Hann er einnig	umsjónarmaður	fasteigna á staðnum og meðhjálpari í Skálholtskirkju.	Hann er einnig	umsjónarmaður	fasteigna á staðnum og meðhjálpari í Skálholtskirkju.	ʏmsjounarmaðʏr	Nafnorð	m.	4K									umsjónarmann	umsjónarmanni	umsjónarmanns	umsjónarmenn	umsjónarmenn	umsjónarmönnum	umsjónarmanna											umsjónarmaður.mp3	nadzorca, kierownik	rzeczownik
augnaráð	hk	nh	321	3722	470219	Það var eitthvað við	augnaráðið	og sjálfsöryggið.	Það var eitthvað við	augnaráðið	og sjálfsöryggið.	œiknarauð	Nafnorð	n.	4K									augnaráð	augnaráði	augnaráðs	augnaráð	augnaráð	augnaráðum	augnaráða											augnaráð.mp3	spojrzenie	rzeczownik
einelti	hk	nh	321	3722	25896	Tónleikarnir eru hluti af baráttuverkefni gegn	einelti	.	Tónleikarnir eru hluti af baráttuverkefni gegn	einelti	.	eiːnɛl̥tɪ	Nafnorð	n.	4K									einelti	einelti	eineltis															einelti.mp3	zastraszanie	rzeczownik
hákarl	kk	nk	321	3722	79432	Nú vantar bara	hákarl	og hrútspunga.	Nú vantar bara	hákarl	og hrútspunga.	hauːkʰartl	Nafnorð	m.	4K									hákarl	hákarli	hákarls	hákarlar	hákarla	hákörlum	hákarla											hákarl.mp3	rekin	rzeczownik
heimahús	hk	nh	321	3722	37215	Þá var mikið um útköll í	heimahús	vegna hávaða og skemmtanahalds.	Þá var mikið um útköll í	heimahús	vegna hávaða og skemmtanahalds.	heiːmahus	Nafnorð	n.	4K									heimahús	heimahúsi	heimahúss	heimahús	heimahús	heimahúsum	heimahúsa											heimahús.mp3	Dom	rzeczownik
undrandi	lo	l	321	3722	164774	Allir urðu mjög	undrandi	.	Allir urðu mjög	undrandi	.	ʏntrantɪ	Lýsingarorð	adj.	4K																					undrandi  --  undrandi -- undrandi					undrandi.mp3	zaskoczony; zaskoczony	przymiotnik
verklegur	lo	l	321	3722	392176	Hún málar og tekur líka þátt í öllum	verklegum	framkvæmdum.	Hún málar og tekur líka þátt í öllum	verklegum	framkvæmdum.	vɛr̥klɛɣʏr	Lýsingarorð	adj.	4K																					verklegur  --  verkleg -- verklegt	verklegri -- verklegri -- verklegra	verklegastur -- verklegust -- verklegast			verklegur.mp3	praktyczny	przymiotnik
voðalega	ao	a	321	3722	498155	Og ég er alveg viss um að þetta verði	voðalega	vinsælt.	Og ég er alveg viss um að þetta verði	voðalega	vinsælt.	vɔːðalɛɣa	Atviksorð	adv.	4K								voðalega																		voðalega.mp3	okropnie	przysłówek
dafna	so	s	320	3730	419727	Íbúafjöldi á höfuðborgarsvæðinu hefur einnig	dafnað	vel.	Íbúafjöldi á höfuðborgarsvæðinu hefur einnig	dafnað	vel.	tapna	Sagnorð	v.	4K	dafna	dafnar	dafnar	dafnaði	dafnaðir	dafnaði	dafnað																			dafna.mp3	chować się	czasownik
erkibiskup	kk	nk	320	3730	80613	Árið 1964 var hann orðinn	erkibiskup	og kardináli árið 1967.	Árið 1964 var hann orðinn	erkibiskup	og kardináli árið 1967.	ɛr̥cɪpɪskʏp	Nafnorð	m.	4K									erkibiskup	erkibiskupi	erkibiskups	erkibiskupar	erkibiskupa	erkibiskupum	erkibiskupa											erkibiskup.mp3	Arcybiskup	rzeczownik
gífurlega	ao	a	320	3730	497013	Málið snýst um	gífurlega	háar fjárhæðir.	Málið snýst um	gífurlega	háar fjárhæðir.	ciːvʏrlɛɣa	Atviksorð	adv.	4K								gífurlega																		gífurlega.mp3	ogromnie	przysłówek
risi	kk	nk	320	3730	7505	Þar er langreyðin sögð töfrum líkastur	risi	hafsins í útrýmingarhættu.	Þar er langreyðin sögð töfrum líkastur	risi	hafsins í útrýmingarhættu.	rɪːsɪ	Nafnorð	m.	4K									risa	risa	risa	risar	risa	risum	risa											risi.mp3	gigant	rzeczownik
rökstuðningur	kk	nk	320	3730	476884	Þá hefur ekki ennþá komið fram	rökstuðningur	fyrir ákvörðun nefndarinnar.	Þá hefur ekki ennþá komið fram	rökstuðningur	fyrir ákvörðun nefndarinnar.	rœkstʏðniŋkʏr	Nafnorð	m.	4K									rökstuðning	rökstuðningi	rökstuðnings															rökstuðningur.mp3	argument	rzeczownik
tollur	kk	nk	320	3730	6101	Þú getur flett öllum öðrum vörum upp og	tollum	á þeim.	Þú getur flett öllum öðrum vörum upp og	tollum	á þeim.	tʰɔtlʏr	Nafnorð	m.	4K									toll	tolli	tolls	tollar	tolla	tollum	tolla											tollur.mp3	cło	rzeczownik
veira	kvk	nv	320	3730	14776	Alþjóðaheilbrigðisstofnunin hefur gefið út viðvörun vegna	veirunnar	.	Alþjóðaheilbrigðisstofnunin hefur gefið út viðvörun vegna	veirunnar	.	veiːra	Nafnorð	f.	4K									veiru	veiru	veiru	veirur	veirur	veirum	veira											veira.mp3	wirus	rzeczownik
yfirbragð	hk	nh	320	3730	21459	Þær gefa húðinni jafnari lit og heilbrigt og frísklegt	yfirbragð	.	Þær gefa húðinni jafnari lit og heilbrigt og frísklegt	yfirbragð	.	ɪːvɪrpraɣð	Nafnorð	n.	4K									yfirbragð	yfirbragði	yfirbragðs															yfirbragð.mp3	cera	rzeczownik
þrengja	so	s	320	3730	435639	Viðbótaraðgerðir megi ekki	þrengja	enn frekar að velferðarkerfinu.	Viðbótaraðgerðir megi ekki	þrengja	enn frekar að velferðarkerfinu.	θreiɲca	Sagnorð	v.	4K	þrengi	þrengir	þrengir	þrengdi	þrengdir	þrengdi	þrengt																			þrengja.mp3	zwężać	czasownik
ball	hk	nh	319	3739.5	482	Það mátti hins vegar ekki fara á	ball	né spila bingó.	Það mátti hins vegar ekki fara á	ball	né spila bingó.	pal	Nafnorð	n.	4K									ball	balli	balls	böll	böll	böllum	balla											ball.mp3	piłka	rzeczownik
hjálparstarf	hk	nh	319	3739.5	482781	Hann vill byggja upp	hjálparstarfið	enn frekar.	Hann vill byggja upp	hjálparstarfið	enn frekar.	çaul̥par̥starv	Nafnorð	n.	4K									hjálparstarf	hjálparstarfi	hjálparstarfs	hjálparstörf	hjálparstörf	hjálparstörfum	hjálparstarfa											hjálparstarf.mp3	praca humanitarna	rzeczownik
inní	ao	a	319	3739.5	506248	Við höfum ekki þurft að grípa neitt	inní	.	Við höfum ekki þurft að grípa neitt	inní	.	ɪni	Atviksorð	adv.	4K								inní																		inní.mp3	wewnątrz	przysłówek
ófullnægjandi	lo	l	319	3739.5	468521	Hún var að mínu mati allsendis	ófullnægjandi	.	Hún var að mínu mati allsendis	ófullnægjandi	.	ouːfʏtl̥naijantɪ	Lýsingarorð	adj.	4K																					ófullnægjandi  --  ófullnægjandi -- ófullnægjandi					ófullnægjandi.mp3	niedostateczny	przymiotnik
sjónarhóll	kk	nk	319	3739.5	463926	Hann skildi þó að málið væri stórt frá	sjónarhóli	Íslendinga.	Hann skildi þó að málið væri stórt frá	sjónarhóli	Íslendinga.	sjouːnar̥houtl̥	Nafnorð	m.	4K									sjónarhól	sjónarhól	sjónarhóls	sjónarhólar	sjónarhóla	sjónarhólum	sjónarhóla											sjónarhóll.mp3	punkt widzenia	rzeczownik
skömm	kvk	nv	319	3739.5	10760	Við stöndum þá bara saman og skilum	skömminni	á réttan stað.	Við stöndum þá bara saman og skilum	skömminni	á réttan stað.	skœm	Nafnorð	f.	4K									skömm	skömm	skammar	skammir	skammir	skömmum	skamma											skömm.mp3	wstyd	rzeczownik
sómi	kk	nk	319	3739.5	8749	Það mæta allir til vinnu og allt í	sóma	.	Það mæta allir til vinnu og allt í	sóma	.	souːmɪ	Nafnorð	m.	4K									sóma	sóma	sóma															sómi.mp3	honor	rzeczownik
úlfur	kk	nk	319	3739.5	6092	En stundum leynist	úlfur	í sauðargæru.	En stundum leynist	úlfur	í sauðargæru.	ulvʏr	Nafnorð	m.	4K									úlf	úlfi	úlfs	úlfar	úlfa	úlfum	úlfa											úlfur.mp3	Wilk	rzeczownik
varanlega	ao	a	319	3739.5	498069	Náttúruauðlindir í þjóðareign megi ekki selja eða láta	varanlega	af hendi.	Náttúruauðlindir í þjóðareign megi ekki selja eða láta	varanlega	af hendi.	vaːranlɛɣa	Atviksorð	adv.	4K																								varanlegar	varanlegast	varanlega.mp3	na stałe, trwale	przysłówek
áreiðanlegur	lo	l	318	3746.5	389927	Ísland er mjög traustvekjandi og	áreiðanlegur	samstarfsaðili.	Ísland er mjög traustvekjandi og	áreiðanlegur	samstarfsaðili.	auːreiðanlɛɣʏr	Lýsingarorð	adj.	4K																					áreiðanlegur  --  áreiðanleg -- áreiðanlegt	áreiðanlegri -- áreiðanlegri -- áreiðanlegra	áreiðanlegastur -- áreiðanlegust -- áreiðanlegast			áreiðanlegur.mp3	niezawodny	przymiotnik
einbýlishús	hk	nh	318	3746.5	37146	Engan sakaði þegar	einbýlishúsið	sprakk.	Engan sakaði þegar	einbýlishúsið	sprakk.	einpilɪshus	Nafnorð	n.	4K									einbýlishús	einbýlishúsi	einbýlishúss	einbýlishús	einbýlishús	einbýlishúsum	einbýlishúsa											einbýlishús.mp3	dom	rzeczownik
ókominn	lo	l	318	3746.5	172718	Formaður þjóðhátíðarnefndar spáir hátíðinni velgengni um	ókomna	tíð.	Formaður þjóðhátíðarnefndar spáir hátíðinni velgengni um	ókomna	tíð.	ouːkʰɔmɪn	Lýsingarorð	adj.	4K																					ókominn  --  ókomin -- ókomið					ókominn.mp3	nie dotarły	przymiotnik
ræktaður	lo	l	318	3746.5	391699	Tæplega þúsund matjurtagarðar voru	ræktaðir	sumarið 2009 hjá Reykjavíkurborg.	Tæplega þúsund matjurtagarðar voru	ræktaðir	sumarið 2009 hjá Reykjavíkurborg.	raixtaðʏr	Lýsingarorð	adj.	4K																					ræktaður  --  ræktuð -- ræktað	ræktaðri -- ræktaðri -- ræktaðra	ræktaðastur -- ræktuðust -- ræktaðast			ræktaður.mp3	wyrobiony	przymiotnik
ástfanginn	lo	l	317	3752.5	172395	Þau eru verulega	ástfangin	.	Þau eru verulega	ástfangin	.	austfauɲcɪn	Lýsingarorð	adj.	4K																					ástfanginn  --  ástfangin -- ástfangið	ástfangnari -- ástfangnari -- ástfangnara	ástfangnastur -- ástföngnust -- ástfangnast			ástfanginn.mp3	zakochany	przymiotnik
flæða	so	s	317	3752.5	434678	Vatn	flæddi	um alla ganga og er tjón talsvert.	Vatn	flæddi	um alla ganga og er tjón talsvert.	flaiːða	Sagnorð	v.	4K	flæði	flæðir	flæðir	flæddi	flæddir	flæddi	flætt																			flæða.mp3	płynąć, zalewać	czasownik
forfaðir	kk	nk	317	3752.5	74500	Einhverstaðar á leiðinni tóku	forfeður	og formæður okkar ákvarðanir.	Einhverstaðar á leiðinni tóku	forfeður	og formæður okkar ákvarðanir.	fɔrfaðɪr	Nafnorð	m.	4K									forföður	forföður	forföður	forfeður	forfeður	forfeðrum	forfeðra											forfaðir.mp3	przodek	rzeczownik
heilbrigðisráðherra	kk	nk	317	3752.5	469925		Heilbrigðisráðherra	Bretlands hvetur fólk til að sýna stillingu vegna svínaflensunnar.		Heilbrigðisráðherra	Bretlands hvetur fólk til að sýna stillingu vegna svínaflensunnar.	heilprɪɣðɪsrauθhɛra	Nafnorð	m.	4K									heilbrigðisráðherra	heilbrigðisráðherra	heilbrigðisráðherra	heilbrigðisráðherrar	heilbrigðisráðherra	heilbrigðisráðherrum	heilbrigðisráðherra											heilbrigðisráðherra.mp3	Minister Zdrowia	rzeczownik
nýbúinn	lo	l	317	3752.5	173155	Hérna er hann	nýbúinn	að dreifa nokkrum jólatrjám í gerði hrossanna.	Hérna er hann	nýbúinn	að dreifa nokkrum jólatrjám í gerði hrossanna.	niːpuɪn	Lýsingarorð	adj.	4K																					nýbúinn  --  nýbúin -- nýbúið					nýbúinn.mp3	nowo utworzony	przymiotnik
rómur	kk	nk	317	3752.5	6035	Við slíkar aðstæður er mikilvægt að yfirvöld tali einum	rómi	.	Við slíkar aðstæður er mikilvægt að yfirvöld tali einum	rómi	.	rouːmʏr	Nafnorð	m.	4K									róm	rómi	róms	rómar	róma	rómum	róma											rómur.mp3	plotka, głos	rzeczownik
súpa	kvk	nv	317	3752.5	16400	Eigandinn notar meðal annars hvítlauk og engifer í	súpuna	.	Eigandinn notar meðal annars hvítlauk og engifer í	súpuna	.	suːpa	Nafnorð	f.	4K									súpu	súpu	súpu	súpur	súpur	súpum	súpna											súpa.mp3	zupa	rzeczownik
umbót	kvk	nv	317	3752.5	129244		Umbætur	á leigumarkaði eru ofarlega á baugi.		Umbætur	á leigumarkaði eru ofarlega á baugi.	ʏmpout	Nafnorð	f.	4K									umbót	umbót	umbótar	umbætur	umbætur	umbótum	umbóta											umbót.mp3	reforma	rzeczownik
áminning	kvk	nv	316	3761.5	133694	Þetta er nefnilega svona alvarleg	áminning	.	Þetta er nefnilega svona alvarleg	áminning	.	auːmɪniŋk	Nafnorð	f.	4K									áminningu	áminningu	áminningar	áminningar	áminningar	áminningum	áminninga											áminning.mp3	ostrzeżenie, uwaga	rzeczownik
bankastjóri	kk	nk	316	3761.5	112353		Bankastjórarnir	nýju tóku formlega til starfa í morgun.		Bankastjórarnir	nýju tóku formlega til starfa í morgun.	pauŋ̥kastjourɪ	Nafnorð	m.	4K									bankastjóra	bankastjóra	bankastjóra	bankastjórar	bankastjóra	bankastjórum	bankastjóra											bankastjóri.mp3	banker, dyrektor banku	rzeczownik
fanga	so	s	316	3761.5	419983	Danskur sérfræðingur kom á staðinn með búr til að	fanga	björninn.	Danskur sérfræðingur kom á staðinn með búr til að	fanga	björninn.	fauŋka	Sagnorð	v.	4K	fanga	fangar	fangar	fangaði	fangaðir	fangaði	fangað																			fanga.mp3	łapać, zdobyć	czasownik
ferming	kvk	nv	316	3761.5	11461	Þeim sem kjósa borgaralegar	fermingar	fer fjölgandi.	Þeim sem kjósa borgaralegar	fermingar	fer fjölgandi.	fɛrmiŋk	Nafnorð	f.	4K									fermingu	fermingu	fermingar	fermingar	fermingar	fermingum	ferminga											ferming.mp3	bierzmowanie	rzeczownik
landsvirkjun	kvk	nv	316	3761.5	333579		Landsvirkjun	útvegar þá orku sem upp á vantar.		Landsvirkjun	útvegar þá orku sem upp á vantar.	lantsvɪr̥cʏn	Nafnorð	f.	4K									landsvirkjun	landsvirkjun	landsvirkjunar	landsvirkjanir	landsvirkjanir	landsvirkjunum	landsvirkjana											landsvirkjun.mp3	Landsvirkjun/ Krajowy System Elektroenergetyczny	rzeczownik
leiðbeina	so	s	316	3761.5	435019	Hún mun einnig vinna að rannsóknum og	leiðbeina	nemendum í lokaverkefnum.	Hún mun einnig vinna að rannsóknum og	leiðbeina	nemendum í lokaverkefnum.	leiðpeina	Sagnorð	v.	4K	leiðbeini	leiðbeinir	leiðbeinir	leiðbeindi	leiðbeindir	leiðbeindi	leiðbeint																			leiðbeina.mp3	przewodnik	czasownik
ógleymanlegur	lo	l	316	3761.5	391436	Kærar þakkir fyrir	ógleymanlega	kvöldstund.	Kærar þakkir fyrir	ógleymanlega	kvöldstund.	ouːkleimanlɛɣʏr	Lýsingarorð	adj.	4K																					ógleymanlegur  --  ógleymanleg -- ógleymanlegt	ógleymanlegri -- ógleymanlegri -- ógleymanlegra	ógleymanlegastur -- ógleymanlegust -- ógleymanlegast			ógleymanlegur.mp3	niezapomniany	przymiotnik
rusl	hk	nh	316	3761.5	2998		Rusl	var víða hreinsað í hverfum borgarinnar í dag.		Rusl	var víða hreinsað í hverfum borgarinnar í dag.	rʏstl̥	Nafnorð	n.	4K									rusl	rusli	rusls															rusl.mp3	złom	rzeczownik
skipulegur	lo	l	316	3761.5	391803	Útgerðirnar sjálfar eru að hefja	skipulega	leitarleiðangra að þessum stofnum.	Útgerðirnar sjálfar eru að hefja	skipulega	leitarleiðangra að þessum stofnum.	scɪːpʏlɛɣʏr	Lýsingarorð	adj.	4K																					skipulegur  --  skipuleg -- skipulegt	skipulegri -- skipulegri -- skipulegra	skipulegastur -- skipulegust -- skipulegast			skipulegur.mp3	zorganizowany	przymiotnik
tilvalinn	lo	l	316	3761.5	172631	Grandagarður hafi verið	tilvalinn	fyrir starfsemina.	Grandagarður hafi verið	tilvalinn	fyrir starfsemina.	tʰɪlvalɪn	Lýsingarorð	adj.	4K																					tilvalinn  --  tilvalin -- tilvalið	tilvaldari -- tilvaldari -- tilvaldara	tilvaldastur -- tilvöldust -- tilvaldast			tilvalinn.mp3	idealny	przymiotnik
álagning	kvk	nv	315	3773.5	135406	Samkvæmt þessum tölum virðist	álagning	olíufélaganna vera nánast óbreytt.	Samkvæmt þessum tölum virðist	álagning	olíufélaganna vera nánast óbreytt.	auːlakniŋk	Nafnorð	f.	4K									álagningu	álagningu	álagningar															álagning.mp3	zwyżka ceny	rzeczownik
ársfjórðungur	kk	nk	315	3773.5	97200	Í lok þriðja	ársfjórðungs	þessa árs bjuggu 328.170 manns á Íslandi.	Í lok þriðja	ársfjórðungs	þessa árs bjuggu 328.170 manns á Íslandi.	aur̥sfjourðuŋkʏr	Nafnorð	m.	4K									ársfjórðung	ársfjórðungi	ársfjórðungs	ársfjórðungar	ársfjórðunga	ársfjórðungum	ársfjórðunga											ársfjórðungur.mp3	kwartał, jedna czwarta roku	rzeczownik
brunnur	kk	nk	315	3773.5	6145	Allar rannsóknir beri að sama	brunni	hvað það varðar.	Allar rannsóknir beri að sama	brunni	hvað það varðar.	prʏnʏr	Nafnorð	m.	4K									brunn	brunni	brunns	brunnar	brunna	brunnum	brunna											brunnur.mp3	studnia	rzeczownik
dæmdur	lo	l	315	3773.5	413041	Allar líkur eru á að fleiri farþegum verði	dæmdar	bætur.	Allar líkur eru á að fleiri farþegum verði	dæmdar	bætur.	taimtʏr	Lýsingarorð	adj.	4K																					dæmdur  --  dæmd -- dæmt					dæmdur.mp3	osądzony	przymiotnik
girðing	kvk	nv	315	3773.5	11504	Kálfarnir höfðu sloppið úr	girðingu	við veginn.	Kálfarnir höfðu sloppið úr	girðingu	við veginn.	cɪrðiŋk	Nafnorð	f.	4K									girðingu	girðingu	girðingar	girðingar	girðingar	girðingum	girðinga											girðing.mp3	ogrodzenie	rzeczownik
hugarfar	hk	nh	315	3773.5	26623	Ég var fyrst og fremst ánægður með	hugarfar	leikmanna.	Ég var fyrst og fremst ánægður með	hugarfar	leikmanna.	hʏːɣar̥far	Nafnorð	n.	4K									hugarfar	hugarfari	hugarfars															hugarfar.mp3	mentalność	rzeczownik
